func,3D_ID,3D_m_z,3D_RetTime,3D_Mobility,3D_Intensity,3D_m_z_uncal,3D_TC,3D_omegaC,3D_z,3D_omegaD
1,1,55.0597,0.0,28.2382,6173,7.54123,1.85,-1.0,1,-1.0
1,2,72.0837,0.0,29.1039,76019,8.00385,1.92,-1.0,1,-1.0
1,14,72.0879,0.0,48.3273,7153,6.7049,3.14,-1.0,1,-1.0
1,3,72.1745,0.0,29.35,6010,5.36009,1.92,-1.0,1,-1.0
1,4,73.0945,0.0,29.6484,6687,7.2985,1.92,-1.0,1,-1.0
1,7,86.1033,0.0,32.7597,57184,7.60603,2.11,-1.0,1,-1.0
1,19,86.1053,0.0,48.6832,4466,6.26331,3.14,-1.0,1,-1.0
1,6,86.1998,0.0,31.657501,3197,4.79968,2.05,-1.0,1,-1.0
1,5,87.1109,0.0,31.300102,5955,7.18041,2.05,-1.0,1,-1.0
1,9,129.1196,0.0,33.6925,4199,6.34756,2.16,-1.0,1,-1.0
1,8,130.1045,0.0,33.5291,4428,6.56925,2.16,-1.0,1,-1.0
1,10,147.1315,0.0,36.9547,15513,6.40474,2.36,-1.0,1,-1.0
1,11,159.0976,0.0,37.4064,6399,6.53498,2.42,-1.0,1,-1.0
1,17,185.1747,0.0,48.498,112414,8.76905,3.13,-1.0,1,-1.0
1,13,185.328,0.0,47.0316,11273,7.43394,3.06,-1.0,1,-1.0
1,18,185.5222,0.0,48.5289,16623,5.62458,3.13,-1.0,1,-1.0
1,15,185.5664,0.0,48.4084,17060,4.62319,3.13,-1.0,1,-1.0
1,20,186.1885,0.0,48.8014,40237,7.38922,3.13,-1.0,1,-1.0
1,12,187.0964,0.0,40.6577,4891,6.3759,2.61,-1.0,1,-1.0
1,16,201.1525,0.0,48.4324,5897,4.68786,3.13,-1.0,1,-1.0
1,22,213.1758,0.0,51.3413,83763,7.96951,3.32,-1.0,1,-1.0
1,21,213.335,0.0,50.0649,2593,2.70712,3.26,-1.0,1,-1.0
1,26,213.3363,0.0,52.6273,2867,3.0701,3.39,-1.0,1,-1.0
1,25,213.546,0.0,52.4579,1958,4.27713,3.39,-1.0,1,-1.0
1,23,213.5927,0.0,51.4865,3485,3.47289,3.32,-1.0,1,-1.0
1,24,214.1956,0.0,51.663,21303,7.42052,3.32,-1.0,1,-1.0
1,27,229.1484,0.0,53.0921,19787,7.82032,3.45,-1.0,1,-1.0
1,29,260.2297,0.0,61.8504,16242,7.29326,3.96,-1.0,1,-1.0
1,30,298.179,0.0,62.2455,2212,4.23414,4.03,-1.0,1,-1.0
1,36,298.1793,0.0,66.2887,4594,6.05151,4.28,-1.0,1,-1.0
1,37,300.1938,0.0,66.7382,23447,9.05215,4.28,-1.0,1,-1.0
1,38,316.1935,0.0,67.2209,8880,7.72882,4.34,-1.0,1,-1.0
1,47,328.2199,0.0,73.2618,25522,4.74846,4.72,-1.0,1,-1.0
1,44,329.2345,0.0,72.3403,15639,8.1397,4.66,-1.0,1,-1.0
1,46,347.2671,0.0,72.3939,42431,7.9477,4.66,-1.0,1,-1.0
1,45,348.2795,0.0,72.37,10185,7.64875,4.66,-1.0,1,-1.0
1,49,369.2243,0.0,77.0238,9208,8.19372,4.98,-1.0,1,-1.0
1,51,371.2785,0.0,79.2824,6895,8.23044,5.11,-1.0,1,-1.0
1,28,381.2542,0.0,53.5925,3499,4.87659,3.44,-1.0,1,-1.0
1,50,387.2393,0.0,77.4275,7890,7.86771,4.98,-1.0,1,-1.0
1,48,389.1834,0.0,74.2141,4101,8.36111,4.79,-1.0,1,-1.0
1,54,399.2729,0.0,83.5966,21636,8.44049,5.37,-1.0,1,-1.0
1,55,400.2792,0.0,83.6065,5665,8.19863,5.37,-1.0,1,-1.0
1,56,413.2929,0.0,85.5152,5701,7.98872,5.5,-1.0,1,-1.0
1,53,415.232,0.0,83.1238,19705,8.12674,5.37,-1.0,1,-1.0
1,52,416.2422,0.0,81.9819,2203,3.69721,5.24,-1.0,1,-1.0
1,31,428.796,0.0,62.672,4942,6.39538,4.02,-1.0,1,-1.0
1,32,429.2972,0.0,63.2695,2704,6.31395,4.08,-1.0,1,-1.0
1,34,437.7891,0.0,65.5425,33031,5.86027,4.21,-1.0,1,-1.0
1,35,438.2948,0.0,65.5476,22782,5.62902,4.21,-1.0,1,-1.0
1,33,438.8059,0.0,65.3291,7490,5.75408,4.21,-1.0,1,-1.0
1,57,462.3034,0.0,88.576,51803,8.48543,5.69,-1.0,1,-1.0
1,58,463.3189,0.0,88.5956,16256,8.20815,5.69,-1.0,1,-1.0
1,39,478.3366,0.0,68.4312,3869,4.48174,4.4,-1.0,1,-1.0
1,43,478.8375,0.0,70.7484,5229,8.10942,4.53,-1.0,1,-1.0
1,64,482.3235,0.0,95.6069,8421,8.17633,6.14,-1.0,1,-1.0
1,60,484.2607,0.0,92.3311,31290,8.88099,5.95,-1.0,1,-1.0
1,59,485.2694,0.0,90.8941,4340,5.11479,5.82,-1.0,1,-1.0
1,61,485.2695,0.0,93.2827,4183,5.05281,6.01,-1.0,1,-1.0
1,41,487.3245,0.0,70.4787,35655,5.77606,4.53,-1.0,1,-1.0
1,42,487.8332,0.0,70.5678,32274,6.24343,4.53,-1.0,1,-1.0
1,40,488.343,0.0,69.8453,13491,6.03684,4.47,-1.0,1,-1.0
1,63,502.273,0.0,94.378,37297,8.80827,6.07,-1.0,1,-1.0
1,62,503.2827,0.0,94.2943,10122,8.29017,6.07,-1.0,1,-1.0
1,66,512.3762,0.0,101.1281,2646,5.19925,6.52,-1.0,1,-1.0
