func,3D_ID,3D_m_z,3D_RetTime,3D_Mobility,3D_Intensity,3D_m_z_uncal,3D_TC,3D_omegaC,3D_z,3D_omegaD
2,1650,513.5858,28.25322,45.4,37687,513.5858,3.13,-1,1,-1,
2,1651,447.54694,28.27008,37.7,36308,447.54694,2.58,-1,1,-1,
2,1652,644.50854,28.27341,55.9,37858,644.50854,3.81,-1,1,-1,
2,1653,644.0053,28.27395,55.9,54317,644.0053,3.81,-1,1,-1,
2,1654,644.8577,28.2759,56,303549,644.8577,3.88,-1,1,-1,
2,1655,643.85596,28.27639,55.9,1341208,643.85596,3.81,-1,1,-1,
2,1656,644.3574,28.27752,56,958101,644.3574,3.88,-1,1,-1,
2,1657,695.34937,28.27931,98.1,22748,695.34937,6.78,-1,1,-1,
2,1658,513.92346,28.27975,45.1,31698,513.92346,3.13,-1,1,-1,
2,1659,513.2531,28.28021,45.3,50218,513.2531,3.13,-1,1,-1,
2,1660,645.3579,28.28169,55.9,104576,645.3579,3.81,-1,1,-1,
2,1661,527.78735,28.28838,81.3,12108,527.78735,5.62,-1,1,-1,
2,1662,528.073,28.29192,49.8,38730,528.073,3.41,-1,1,-1,
2,1663,421.71097,28.29451,39.5,44631,421.71097,2.72,-1,1,-1,
2,1664,694.34924,28.29464,98.9,40093,694.34924,6.78,-1,1,-1,
2,1665,527.5675,28.29472,49.8,78782,527.5675,3.41,-1,1,-1,
2,1666,421.209,28.29477,39.7,75426,421.209,2.72,-1,1,-1,
2,1667,527.42255,28.29554,49.8,165762,527.42255,3.41,-1,1,-1,
2,1668,561.33545,28.29702,80.7,16733,561.33545,5.54,-1,1,-1,
2,1669,527.9253,28.29725,49.9,86086,527.9253,3.41,-1,1,-1,
2,1670,528.79193,28.30802,50,147313,528.79193,3.48,-1,1,-1,
2,1671,842.4159,28.30981,121.8,112991,842.4159,8.36,-1,1,-1,
2,1672,528.4274,28.31096,49.8,22257,528.4274,3.41,-1,1,-1,
2,1673,841.41376,28.31137,121.5,224942,841.41376,8.36,-1,1,-1,
2,1674,528.2896,28.31242,49.9,606932,528.2896,3.41,-1,1,-1,
2,1675,185.16217,28.31473,30.4,23688,185.16217,2.11,-1,1,-1,
2,1676,527.7902,28.31611,49.9,1565657,527.7902,3.41,-1,1,-1,
2,1677,527.2899,28.31724,49.9,2529025,527.2899,3.41,-1,1,-1,
