func,3D_ID,3D_m_z,3D_RetTime,3D_Mobility,3D_Intensity,3D_m_z_uncal,3D_TC,3D_omegaC,3D_z,3D_omegaD
1,1,70.0709,0.0,34.2519,6189,6.4761,2.24,-1.0,1,-1.0
1,2,115.0993,0.0,39.9513,3002,5.986,2.55,-1.0,1,-1.0
1,3,183.1685,0.0,48.7892,15607,6.16727,3.13,-1.0,1,-1.0
1,14,211.1678,0.0,55.3908,9695,5.7047,3.58,-1.0,1,-1.0
1,13,235.1254,0.0,55.2485,44737,5.90956,3.58,-1.0,1,-1.0
1,9,235.2903,0.0,54.9393,2061,3.77476,3.51,-1.0,1,-1.0
1,10,236.1365,0.0,54.9709,11275,5.55657,3.51,-1.0,1,-1.0
1,21,263.1316,0.0,57.1861,13657,5.56766,3.71,-1.0,1,-1.0
1,20,264.1375,0.0,57.1087,2483,5.55023,3.71,-1.0,1,-1.0
1,30,282.2151,0.0,66.2476,4117,5.5653,4.28,-1.0,1,-1.0
1,6,357.8381,0.0,49.8153,3380,5.52739,3.18,-1.0,1,-1.0
1,4,358.8379,0.0,49.2201,2676,5.31504,3.18,-1.0,1,-1.0
1,5,359.8387,0.0,49.6788,2792,5.03243,3.18,-1.0,1,-1.0
1,31,360.196,0.0,69.4634,10121,6.1895,4.47,-1.0,1,-1.0
1,32,361.2199,0.0,70.403,8657,5.86236,4.53,-1.0,1,-1.0
1,11,370.23,0.0,55.0906,2882,5.4886,3.57,-1.0,1,-1.0
1,17,378.7237,0.0,56.227,36931,4.77471,3.63,-1.0,1,-1.0
1,18,378.9439,0.0,56.4075,2827,4.14177,3.63,-1.0,1,-1.0
1,8,379.2149,0.0,54.46,43532,5.23561,3.5,-1.0,1,-1.0
1,19,379.215,0.0,56.8909,43532,5.23561,3.63,-1.0,1,-1.0
1,7,379.4363,0.0,54.2873,1213,2.04512,3.5,-1.0,1,-1.0
1,22,379.4385,0.0,57.6567,2266,3.16702,3.7,-1.0,1,-1.0
1,16,379.7247,0.0,55.8491,32600,5.00787,3.57,-1.0,1,-1.0
1,12,380.0722,0.0,55.183,1846,4.32094,3.57,-1.0,1,-1.0
1,15,380.2432,0.0,55.4176,14950,4.90162,3.57,-1.0,1,-1.0
1,33,397.2562,0.0,74.5983,2766,6.00087,4.79,-1.0,1,-1.0
1,23,452.288,0.0,62.3302,2438,5.13628,4.02,-1.0,1,-1.0
1,24,452.7819,0.0,62.7563,4445,4.72772,4.02,-1.0,1,-1.0
1,25,453.2849,0.0,63.0094,2086,4.05048,4.08,-1.0,1,-1.0
1,37,473.293,0.0,83.6142,2870,6.12451,5.37,-1.0,1,-1.0
1,34,475.2805,0.0,81.0473,6318,5.98736,5.24,-1.0,1,-1.0
1,35,476.2638,0.0,81.2017,12807,5.98319,5.24,-1.0,1,-1.0
1,36,477.269,0.0,81.4075,3340,5.98313,5.24,-1.0,1,-1.0
1,28,509.2781,0.0,65.3694,2622,4.73753,4.21,-1.0,1,-1.0
1,29,509.7874,0.0,65.4241,1734,4.3435,4.21,-1.0,1,-1.0
1,27,512.2755,0.0,63.96,4770,4.30667,4.08,-1.0,1,-1.0
1,26,512.7781,0.0,63.917404,2684,4.29883,4.08,-1.0,1,-1.0
1,39,546.3177,0.0,89.5261,23875,6.38332,5.75,-1.0,1,-1.0
1,40,547.2985,0.0,89.7872,38889,6.83454,5.75,-1.0,1,-1.0
1,41,548.312,0.0,89.9453,13484,6.39722,5.75,-1.0,1,-1.0
1,38,549.3155,0.0,89.2724,3114,6.55006,5.75,-1.0,1,-1.0
1,44,659.4195,0.0,103.3025,13901,6.77221,6.64,-1.0,1,-1.0
1,43,660.4025,0.0,102.1788,22139,7.32716,6.58,-1.0,1,-1.0
1,42,661.4091,0.0,101.4542,7527,7.14213,6.51,-1.0,1,-1.0
1,47,756.4697,0.0,108.7198,37928,7.22831,6.96,-1.0,1,-1.0
1,49,757.4557,0.0,110.6761,22188,4.65478,7.09,-1.0,1,-1.0
1,46,758.4721,0.0,106.4084,9624,4.91288,6.83,-1.0,1,-1.0
1,48,758.4724,0.0,110.4333,16047,5.64621,7.09,-1.0,1,-1.0
1,45,759.4838,0.0,105.0521,1556,4.02581,6.77,-1.0,1,-1.0
1,50,759.4839,0.0,111.4321,2355,4.04931,7.16,-1.0,1,-1.0
1,52,761.4914,0.0,112.6339,8541,6.91759,7.22,-1.0,1,-1.0
1,51,762.4981,0.0,112.0872,4921,6.88903,7.22,-1.0,1,-1.0
1,53,874.5848,0.0,124.1539,6408,7.31574,7.99,-1.0,1,-1.0
1,54,875.5905,0.0,124.9338,4682,7.34002,7.99,-1.0,1,-1.0
