func,3D_ID,3D_m_z,3D_RetTime,3D_Mobility,3D_Intensity,3D_m_z_uncal,3D_TC,3D_omegaC,3D_z,3D_omegaD
1,1,110.0775,0.0,15.9184,2735,2.49483,1.02,-1.0,1,-1.0
1,2,129.1178,0.0,16.0338,1329,2.36262,1.07,-1.0,1,-1.0
1,5,136.093,0.0,16.139,7029,2.68566,1.07,-1.0,1,-1.0
1,4,137.0985,0.0,16.097,780,2.39136,1.07,-1.0,1,-1.0
1,3,147.1358,0.0,16.0551,1947,2.30879,1.07,-1.0,1,-1.0
1,6,159.119,0.0,16.1957,3486,2.57144,1.07,-1.0,1,-1.0
1,7,173.1236,0.0,16.2108,979,2.50772,1.07,-1.0,1,-1.0
1,8,201.1257,0.0,16.6495,3404,2.68157,1.07,-1.0,1,-1.0
1,9,207.1502,0.0,17.2066,11028,3.30139,1.14,-1.0,1,-1.0
1,10,208.1579,0.0,17.211,1744,3.17247,1.14,-1.0,1,-1.0
1,14,223.1995,0.0,19.1275,2470,4.4421,1.27,-1.0,1,-1.0
1,13,230.1958,0.0,18.8467,2352,4.05672,1.2,-1.0,1,-1.0
1,11,235.1505,0.0,18.3132,14890,3.97142,1.2,-1.0,1,-1.0
1,12,236.1578,0.0,18.4212,2675,3.77496,1.2,-1.0,1,-1.0
1,15,237.1811,0.0,19.2189,2049,4.10396,1.27,-1.0,1,-1.0
1,16,248.2072,0.0,19.4954,9703,4.30526,1.27,-1.0,1,-1.0
1,18,251.1999,0.0,21.9169,5480,4.77054,1.39,-1.0,1,-1.0
1,17,272.1755,0.0,20.8784,5673,4.78369,1.33,-1.0,1,-1.0
1,19,296.2072,0.0,24.3011,2952,6.16823,1.59,-1.0,1,-1.0
1,22,306.2005,0.0,28.865,16722,6.04673,1.84,-1.0,1,-1.0
1,23,307.2068,0.0,29.0234,3037,5.66706,1.91,-1.0,1,-1.0
1,21,314.2305,0.0,28.0012,3030,5.67084,1.84,-1.0,1,-1.0
1,20,324.2067,0.0,25.3945,5746,6.01943,1.64,-1.0,1,-1.0
1,24,345.2414,0.0,29.8858,5320,6.09757,1.9,-1.0,1,-1.0
1,34,350.2827,0.0,34.7938,9189,6.54686,2.22,-1.0,1,-1.0
