func,3D_ID,3D_m_z,3D_RetTime,3D_Mobility,3D_Intensity,3D_m_z_uncal,3D_TC,3D_omegaC,3D_z,3D_omegaD
2,72,348.68747,18.27739,35.8,18981,348.68747,2.44,-1,1,-1,
2,73,445.11542,18.33946,55.9,97900,445.11542,3.82,-1,1,-1,
2,74,488.85953,18.3475,43.1,39528,488.85953,3,-1,1,-1,
2,75,489.1935,18.36886,42.8,28253,489.1935,2.93,-1,1,-1,
2,76,575.2307,18.42235,50.5,113119,575.2307,3.47,-1,1,-1,
2,77,576.23083,18.42402,50.5,28576,576.23083,3.47,-1,1,-1,
2,78,409.711,18.44357,38.1,16690,409.711,2.65,-1,1,-1,
2,79,575.731,18.46231,50.5,65043,575.731,3.47,-1,1,-1,
2,80,629.82837,18.59754,57.9,39741,629.82837,3.95,-1,1,-1,
2,81,420.00668,18.59796,36.7,38451,420.00668,2.51,-1,1,-1,
2,82,420.55414,18.59824,36.6,192882,420.55414,2.51,-1,1,-1,
2,83,419.88593,18.60019,36.7,807268,419.88593,2.51,-1,1,-1,
2,84,420.34235,18.60052,36.7,20949,420.34235,2.51,-1,1,-1,
2,85,420.2203,18.60099,36.7,480214,420.2203,2.51,-1,1,-1,
2,86,629.3249,18.61176,58,52984,629.3249,4.02,-1,1,-1,
2,87,540.23505,18.61197,75.4,38400,540.23505,5.19,-1,1,-1,
2,88,420.8889,18.61303,36.7,57271,420.8889,2.51,-1,1,-1,
2,89,379.70816,18.85823,36.8,23930,379.70816,2.51,-1,1,-1,
2,90,496.23953,18.86552,42.8,28899,496.23953,2.93,-1,1,-1,
2,91,495.73965,18.86893,42.8,54486,495.73965,2.93,-1,1,-1,
2,92,747.7571,18.92348,62.7,18920,747.7571,4.3,-1,1,-1,
2,93,420.55222,18.99423,37.5,20462,420.55222,2.58,-1,1,-1,
2,94,420.21548,19.04005,37.3,33940,420.21548,2.58,-1,1,-1,
2,95,403.195,19.05003,37.8,30028,403.195,2.58,-1,1,-1,
2,96,473.7288,19.0507,44.4,28868,473.7288,3.06,-1,1,-1,
2,97,402.19232,19.05426,37.7,183124,402.19232,2.58,-1,1,-1,
2,98,473.22913,19.05832,44.6,45913,473.22913,3.06,-1,1,-1,
2,99,402.6939,19.05935,37.7,66830,402.6939,2.58,-1,1,-1,
2,100,437.7099,19.06178,40.1,19781,437.7099,2.79,-1,1,-1,
2,101,536.2229,19.14952,47.7,24742,536.2229,3.26,-1,1,-1,
2,102,323.19904,19.15237,32.5,104760,323.19904,2.24,-1,1,-1,
2,103,534.71936,19.16225,48,353130,534.71936,3.33,-1,1,-1,
2,104,535.21936,19.16398,47.9,196561,535.21936,3.26,-1,1,-1,
2,105,323.53152,19.17701,32.5,37325,323.53152,2.24,-1,1,-1,
2,106,535.72174,19.17936,48,81141,535.72174,3.33,-1,1,-1,
2,107,484.29602,19.1911,45.5,28041,484.29602,3.13,-1,1,-1,
2,108,323.86768,19.19158,32.5,17779,323.86768,2.24,-1,1,-1,
2,109,551.9158,19.27337,50.8,53602,551.9158,3.47,-1,1,-1,
2,110,551.56146,19.27392,50.8,59878,551.56146,3.47,-1,1,-1,
2,111,551.2732,19.27988,83.4,16540,551.2732,5.75,-1,1,-1,
2,112,552.77856,19.28034,51,108980,552.77856,3.54,-1,1,-1,
2,113,551.4142,19.2809,50.8,126701,551.4142,3.47,-1,1,-1,
2,114,552.2779,19.28492,50.9,429654,552.2779,3.47,-1,1,-1,
2,115,551.77686,19.2876,50.9,1414269,551.77686,3.47,-1,1,-1,
2,116,567.2709,19.28909,50.8,24508,567.2709,3.47,-1,1,-1,
2,117,551.2768,19.28932,50.9,2096927,551.2768,3.47,-1,1,-1,
2,118,553.2806,19.29375,51,21387,553.2806,3.54,-1,1,-1,
2,119,537.7557,19.4117,50.1,40104,537.7557,3.47,-1,1,-1,
2,120,536.75275,19.41216,50.2,197669,536.75275,3.47,-1,1,-1,
2,121,537.25555,19.41279,50.2,107176,537.25555,3.47,-1,1,-1,
2,122,504.2598,19.41545,68.5,41152,504.2598,4.72,-1,1,-1,
2,123,498.20502,19.41697,66.7,17587,498.20502,4.58,-1,1,-1,
2,124,235.61063,19.41929,27.1,11680,235.61063,1.9,-1,1,-1,
2,125,465.23413,19.43407,42.9,51278,465.23413,2.93,-1,1,-1,
2,126,474.36804,19.43852,42.5,21658,474.36804,2.93,-1,1,-1,
2,127,474.74036,19.45105,42.6,258592,474.74036,2.93,-1,1,-1,
2,128,474.23987,19.4524,42.6,501300,474.23987,2.93,-1,1,-1,
2,129,465.73444,19.45328,42.8,19718,465.73444,2.93,-1,1,-1,
2,130,563.2715,19.45533,74,37603,563.2715,5.12,-1,1,-1,
2,131,475.24127,19.46695,42.8,60394,475.24127,2.93,-1,1,-1,
2,132,527.78516,19.47088,46,28524,527.78516,3.2,-1,1,-1,
2,133,390.8833,19.4795,35.8,24060,390.8833,2.44,-1,1,-1,
2,134,527.2826,19.48093,46.1,47481,527.2826,3.2,-1,1,-1,
2,135,488.23047,19.54021,67.4,28813,488.23047,4.65,-1,1,-1,
2,136,392.71762,19.55938,70.1,10056,392.71762,4.86,-1,1,-1,
2,137,362.22324,19.56582,36.7,38475,362.22324,2.51,-1,1,-1,
2,138,434.74777,19.56747,40.5,13079,434.74777,2.79,-1,1,-1,
2,139,504.74432,19.56831,46.4,24505,504.74432,3.2,-1,1,-1,
2,140,392.33585,19.57046,42.4,44024,392.33585,2.93,-1,1,-1,
2,141,392.72025,19.57292,42.6,404753,392.72025,2.93,-1,1,-1,
2,142,392.21906,19.57336,42.6,916373,392.21906,2.93,-1,1,-1,
2,143,393.22003,19.57656,42.7,91065,393.22003,2.93,-1,1,-1,
2,144,392.21667,19.57674,69.7,13321,392.21667,4.79,-1,1,-1,
2,145,393.72177,19.58177,42.4,17655,393.72177,2.93,-1,1,-1,
2,146,504.24463,19.58599,46.1,59813,504.24463,3.2,-1,1,-1,
2,147,503.74365,19.58719,46.6,107001,503.74365,3.2,-1,1,-1,
2,148,336.83127,19.58969,31.900002,24172,336.83127,2.17,-1,1,-1,
2,149,336.4986,19.59295,31.7,73983,336.4986,2.17,-1,1,-1,
2,150,336.16492,19.59702,31.8,146670,336.16492,2.17,-1,1,-1,
2,151,430.71066,19.60337,39.5,76896,430.71066,2.72,-1,1,-1,
2,152,120.07899,19.6086,20.9,15699,120.07899,1.43,-1,1,-1,
2,153,430.21002,19.60957,39.7,188590,430.21002,2.72,-1,1,-1,
2,154,401.69873,19.62686,38.6,25094,401.69873,2.65,-1,1,-1,
2,155,328.66364,19.63878,33.1,57620,328.66364,2.31,-1,1,-1,
