func,3D_ID,3D_m_z,3D_RetTime,3D_Mobility,3D_Intensity,3D_m_z_uncal,3D_TC,3D_omegaC,3D_z,3D_omegaD
1,1,129.1204,0.0,38.9695,3603,5.56597,2.49,-1.0,1,-1.0
1,2,143.1417,0.0,41.8101,5892,5.5824,2.68,-1.0,1,-1.0
1,4,169.1308,0.0,45.145,5934,5.55692,2.94,-1.0,1,-1.0
1,3,171.1469,0.0,42.7122,5913,5.33401,2.74,-1.0,1,-1.0
1,6,228.1836,0.0,54.4089,4274,4.08924,3.51,-1.0,1,-1.0
1,9,242.238,0.0,58.4819,8032,5.50883,3.77,-1.0,1,-1.0
1,5,244.1441,0.0,54.3712,10395,6.05233,3.51,-1.0,1,-1.0
1,7,270.2391,0.0,57.791,9959,5.50615,3.71,-1.0,1,-1.0
1,13,282.2386,0.0,65.0111,18742,6.00771,4.22,-1.0,1,-1.0
1,14,283.247,0.0,65.8802,3132,5.97592,4.22,-1.0,1,-1.0
1,8,284.1826,0.0,58.3157,12517,5.62576,3.77,-1.0,1,-1.0
1,10,287.269,0.0,61.4111,3169,5.53734,3.96,-1.0,1,-1.0
1,12,324.1879,0.0,64.0988,2336,4.35254,4.15,-1.0,1,-1.0
1,11,326.2032,0.0,62.5226,5075,5.87509,4.02,-1.0,1,-1.0
1,16,343.2265,0.0,67.1334,25668,5.9608,4.34,-1.0,1,-1.0
1,17,344.2367,0.0,67.1529,4779,5.68954,4.34,-1.0,1,-1.0
1,15,363.2721,0.0,67.1075,2403,5.73687,4.34,-1.0,1,-1.0
1,19,394.2524,0.0,72.0131,1831,3.87001,4.66,-1.0,1,-1.0
1,18,395.2374,0.0,71.7407,8004,6.34819,4.6,-1.0,1,-1.0
1,27,395.3452,0.0,77.3108,7153,6.03604,4.98,-1.0,1,-1.0
1,20,397.2888,0.0,72.9775,7289,6.67676,4.66,-1.0,1,-1.0
1,21,398.3188,0.0,73.7995,5536,6.38785,4.72,-1.0,1,-1.0
1,26,410.3547,0.0,77.292,18231,6.35031,4.98,-1.0,1,-1.0
1,29,411.3643,0.0,77.6125,4355,6.10602,4.98,-1.0,1,-1.0
1,22,412.2654,0.0,74.4552,9563,6.40664,4.79,-1.0,1,-1.0
1,28,434.3215,0.0,77.3881,12090,5.89176,4.98,-1.0,1,-1.0
1,25,442.3177,0.0,76.8795,3355,6.08463,4.92,-1.0,1,-1.0
1,38,494.4348,0.0,86.1768,5598,6.46753,5.56,-1.0,1,-1.0
1,33,495.354,0.0,81.1044,3802,6.54393,5.24,-1.0,1,-1.0
1,34,511.3539,0.0,82.7538,7230,7.02521,5.3,-1.0,1,-1.0
1,36,513.3669,0.0,84.0684,16270,6.78224,5.43,-1.0,1,-1.0
1,35,514.3716,0.0,83.5112,4255,6.36149,5.37,-1.0,1,-1.0
1,40,523.4664,0.0,90.8997,3331,6.64039,5.82,-1.0,1,-1.0
1,37,525.3748,0.0,85.3912,6794,6.41321,5.5,-1.0,1,-1.0
1,39,563.3936,0.0,87.853,2641,5.86402,5.62,-1.0,1,-1.0
1,45,610.4468,0.0,92.4053,4566,6.86736,5.95,-1.0,1,-1.0
1,46,620.4236,0.0,92.6667,12407,6.36422,5.94,-1.0,1,-1.0
1,44,621.4336,0.0,92.1805,3771,6.55387,5.94,-1.0,1,-1.0
1,49,624.4597,0.0,95.3582,5248,6.65267,6.13,-1.0,1,-1.0
1,23,638.9725,0.0,75.1332,2987,4.62789,4.84,-1.0,1,-1.0
1,24,639.4759,0.0,75.2355,2143,4.44495,4.84,-1.0,1,-1.0
1,55,681.4913,0.0,98.619,11777,6.65673,6.32,-1.0,1,-1.0
1,54,682.4989,0.0,98.2416,4308,7.02079,6.32,-1.0,1,-1.0
1,59,695.5188,0.0,101.0292,3078,6.6258,6.51,-1.0,1,-1.0
