func,3D_ID,3D_m_z,3D_RetTime,3D_Mobility,3D_Intensity,3D_m_z_uncal,3D_TC,3D_omegaC,3D_z,3D_omegaD
1,1,72.0887,0.0,26.6447,13549,6.78016,1.72,-1.0,1,-1.0
1,2,86.1067,0.0,28.1103,4278,6.04786,1.85,-1.0,1,-1.0
1,3,129.1202,0.0,30.3454,6138,5.43196,1.97,-1.0,1,-1.0
1,4,136.095,0.0,32.5919,5821,5.51215,2.1,-1.0,1,-1.0
1,5,143.1359,0.0,33.8769,20949,5.79194,2.16,-1.0,1,-1.0
1,6,171.1359,0.0,34.8154,16783,5.50496,2.23,-1.0,1,-1.0
1,8,225.1923,0.0,46.9132,4905,5.69732,3.0,-1.0,1,-1.0
1,7,228.1661,0.0,46.6262,15335,7.01228,3.0,-1.0,1,-1.0
1,10,235.1781,0.0,47.235,1466,3.61242,3.06,-1.0,1,-1.0
1,16,242.2223,0.0,51.3851,3563,5.77218,3.32,-1.0,1,-1.0
1,9,244.1274,0.0,47.1281,7901,6.2611,3.06,-1.0,1,-1.0
1,13,262.188,0.0,50.015,3641,5.80616,3.26,-1.0,1,-1.0
1,14,270.2166,0.0,50.4044,21130,5.94411,3.26,-1.0,1,-1.0
1,22,282.2217,0.0,58.8282,8901,6.21088,3.77,-1.0,1,-1.0
1,15,284.1654,0.0,51.3276,4638,5.62154,3.32,-1.0,1,-1.0
1,19,287.2482,0.0,55.146,4640,5.8598,3.58,-1.0,1,-1.0
1,29,343.2044,0.0,60.4641,23736,6.18779,3.89,-1.0,1,-1.0
1,31,363.2504,0.0,61.3242,7757,5.95542,3.95,-1.0,1,-1.0
1,12,392.2297,0.0,49.0344,17335,4.20689,3.18,-1.0,1,-1.0
1,11,392.7381,0.0,48.8966,2882,4.00995,3.12,-1.0,1,-1.0
1,62,395.3242,0.0,72.5973,4031,6.61475,4.66,-1.0,1,-1.0
1,45,397.2671,0.0,66.8419,4866,7.23146,4.27,-1.0,1,-1.0
1,46,398.2951,0.0,67.7088,14572,7.08806,4.34,-1.0,1,-1.0
1,57,410.3332,0.0,71.081,15534,7.09755,4.6,-1.0,1,-1.0
1,58,434.2955,0.0,71.8826,14825,6.52813,4.6,-1.0,1,-1.0
1,17,441.7743,0.0,52.6133,11249,4.24773,3.38,-1.0,1,-1.0
1,18,442.279,0.0,52.8309,1628,4.36473,3.38,-1.0,1,-1.0
1,79,494.403,0.0,81.877,3141,6.88113,5.24,-1.0,1,-1.0
1,20,498.3286,0.0,57.9727,6802,4.61514,3.7,-1.0,1,-1.0
1,21,510.3716,0.0,58.6384,3851,5.0595,3.76,-1.0,1,-1.0
1,75,513.3326,0.0,79.0504,32530,7.36944,5.11,-1.0,1,-1.0
1,74,514.3449,0.0,79.0184,3041,6.82696,5.11,-1.0,1,-1.0
1,23,517.3761,0.0,59.1234,5118,5.47949,3.83,-1.0,1,-1.0
1,88,523.434,0.0,86.9617,11276,7.13047,5.56,-1.0,1,-1.0
1,24,524.3843,0.0,59.8359,3695,5.1109,3.83,-1.0,1,-1.0
1,82,525.3536,0.0,82.6281,5699,7.52455,5.3,-1.0,1,-1.0
1,30,533.8534,0.0,61.3016,2132,4.35594,3.95,-1.0,1,-1.0
1,34,552.9134,0.0,62.936,5138,5.5364,4.02,-1.0,1,-1.0
1,37,559.9249,0.0,63.9312,4145,4.99242,4.08,-1.0,1,-1.0
1,84,563.3557,0.0,82.9195,18475,6.8853,5.3,-1.0,1,-1.0
1,36,566.9159,0.0,63.416306,9435,5.74546,4.08,-1.0,1,-1.0
1,38,573.9222,0.0,64.8362,15364,5.84517,4.15,-1.0,1,-1.0
1,39,574.4321,0.0,64.8916,3276,5.79177,4.15,-1.0,1,-1.0
1,40,588.4424,0.0,64.9583,4981,5.72071,4.15,-1.0,1,-1.0
1,44,602.4298,0.0,66.2182,31239,6.93814,4.27,-1.0,1,-1.0
1,43,602.9449,0.0,66.1535,7964,6.53187,4.27,-1.0,1,-1.0
1,47,609.4578,0.0,68.0402,7964,5.94914,4.4,-1.0,1,-1.0
1,94,620.3659,0.0,89.2912,66578,7.85893,5.74,-1.0,1,-1.0
1,92,621.4055,0.0,88.0882,8151,7.17528,5.68,-1.0,1,-1.0
1,112,622.5204,0.0,97.361,3963,4.30544,6.26,-1.0,1,-1.0
1,49,623.4639,0.0,69.0322,15644,6.40427,4.46,-1.0,1,-1.0
1,48,623.9735,0.0,68.8277,3299,6.45146,4.39,-1.0,1,-1.0
1,100,624.4279,0.0,91.7825,9901,7.32749,5.87,-1.0,1,-1.0
1,26,637.7672,0.0,59.9027,5828,4.98821,3.82,-1.0,1,-1.0
1,25,638.1023,0.0,59.8951,1794,3.9084,3.82,-1.0,1,-1.0
1,51,638.9311,0.0,69.4975,13295,5.22434,4.46,-1.0,1,-1.0
1,50,639.4412,0.0,69.3056,2879,4.97161,4.46,-1.0,1,-1.0
1,28,643.7692,0.0,60.4,6702,4.07705,3.88,-1.0,1,-1.0
1,52,643.7774,0.0,69.5674,1137,3.28011,4.46,-1.0,1,-1.0
1,27,644.1076,0.0,60.1682,2311,4.28351,3.88,-1.0,1,-1.0
1,53,644.9917,0.0,70.1038,9076,5.98251,4.52,-1.0,1,-1.0
1,55,650.4826,0.0,70.9973,3501,6.71143,4.52,-1.0,1,-1.0
1,54,651.985,0.0,70.2881,5238,6.33533,4.52,-1.0,1,-1.0
1,56,655.4721,0.0,71.0195,2597,5.96823,4.59,-1.0,1,-1.0
1,60,658.9697,0.0,72.1936,43916,7.06112,4.65,-1.0,1,-1.0
1,59,659.4962,0.0,71.8857,12420,6.76928,4.59,-1.0,1,-1.0
1,35,671.1254,0.0,63.3649,2979,5.19706,4.07,-1.0,1,-1.0
1,32,676.7905,0.0,62.606,12906,3.96681,4.01,-1.0,1,-1.0
1,61,676.801,0.0,72.3382,1419,3.27771,4.65,-1.0,1,-1.0
1,33,677.1326,0.0,62.666,4597,3.88499,4.01,-1.0,1,-1.0
1,108,681.4562,0.0,95.6036,6228,7.67671,6.13,-1.0,1,-1.0
1,63,683.9874,0.0,73.4248,2538,6.20079,4.71,-1.0,1,-1.0
1,113,691.5501,0.0,102.381,6621,7.80132,6.58,-1.0,1,-1.0
1,65,694.5315,0.0,74.2526,6635,6.02697,4.78,-1.0,1,-1.0
1,67,702.9865,0.0,74.6903,15516,5.21053,4.78,-1.0,1,-1.0
1,66,703.496,0.0,74.4368,3950,4.77992,4.78,-1.0,1,-1.0
1,68,705.014,0.0,75.2786,5193,6.25071,4.84,-1.0,1,-1.0
1,69,708.5216,0.0,75.6429,22671,5.25546,4.84,-1.0,1,-1.0
1,80,708.5247,0.0,81.8973,12191,4.43179,5.23,-1.0,1,-1.0
1,78,709.0351,0.0,81.6228,2428,3.89493,5.23,-1.0,1,-1.0
1,70,709.0358,0.0,75.8696,6622,5.77861,4.84,-1.0,1,-1.0
1,64,727.5057,0.0,73.4485,2895,4.94923,4.71,-1.0,1,-1.0
1,72,733.5005,0.0,76.5312,15993,4.73621,4.91,-1.0,1,-1.0
1,42,733.5065,0.0,65.9118,5940,4.15156,4.2,-1.0,1,-1.0
1,71,733.8401,0.0,76.3889,5804,4.43925,4.91,-1.0,1,-1.0
1,41,733.8438,0.0,65.7719,2158,4.37198,4.2,-1.0,1,-1.0
1,73,740.5393,0.0,77.5141,4385,6.55763,4.97,-1.0,1,-1.0
1,76,759.542,0.0,80.2208,5387,5.45039,5.16,-1.0,1,-1.0
1,114,783.4383,0.0,107.0479,84690,8.67443,6.9,-1.0,1,-1.0
1,115,784.4812,0.0,107.5813,8612,4.68387,6.9,-1.0,1,-1.0
1,77,790.0723,0.0,81.4318,13824,7.01171,5.23,-1.0,1,-1.0
1,81,790.5794,0.0,82.1636,3842,7.58797,5.29,-1.0,1,-1.0
1,116,794.5482,0.0,108.0991,21570,8.16182,6.96,-1.0,1,-1.0
1,83,795.0666,0.0,82.7765,6312,5.39934,5.29,-1.0,1,-1.0
1,117,804.646,0.0,115.5919,5621,5.64996,7.41,-1.0,1,-1.0
1,85,818.5905,0.0,83.9407,5378,6.88131,5.36,-1.0,1,-1.0
1,93,843.5549,0.0,88.6218,59625,6.73694,5.68,-1.0,1,-1.0
1,96,844.0831,0.0,89.978,12685,4.32782,5.74,-1.0,1,-1.0
1,86,844.0852,0.0,85.4428,7998,3.09716,5.49,-1.0,1,-1.0
1,90,844.2876,0.0,87.8934,2613,4.80527,5.61,-1.0,1,-1.0
1,89,844.408,0.0,87.7365,4620,4.19722,5.61,-1.0,1,-1.0
