func,3D_ID,3D_m_z,3D_RetTime,3D_Mobility,3D_Intensity,3D_m_z_uncal,3D_TC,3D_omegaC,3D_z,3D_omegaD
1,1,70.073,0.0,25.341,9374,6.54505,1.66,-1.0,1,-1.0
1,2,86.1042,0.0,28.7043,29165,6.92812,1.85,-1.0,1,-1.0
1,3,130.105,0.0,32.2817,3378,6.1369,2.1,-1.0,1,-1.0
1,4,147.1321,0.0,34.9308,8781,6.05523,2.23,-1.0,1,-1.0
1,5,159.1342,0.0,37.8566,10641,6.55469,2.42,-1.0,1,-1.0
1,10,173.1513,0.0,42.2329,8143,6.31397,2.74,-1.0,1,-1.0
1,7,181.1212,0.0,41.1057,13698,6.9323,2.68,-1.0,1,-1.0
1,11,183.1371,0.0,42.6825,6756,6.04571,2.74,-1.0,1,-1.0
1,9,183.1743,0.0,42.0725,7699,6.7621,2.74,-1.0,1,-1.0
1,6,187.1335,0.0,40.0726,4222,6.05408,2.61,-1.0,1,-1.0
1,8,199.1327,0.0,41.8998,17130,6.5257,2.68,-1.0,1,-1.0
1,13,201.1505,0.0,44.1103,3822,3.72408,2.87,-1.0,1,-1.0
1,12,209.118,0.0,43.536,20251,7.21233,2.81,-1.0,1,-1.0
1,15,211.1743,0.0,49.9131,4537,6.51739,3.19,-1.0,1,-1.0
1,14,227.1325,0.0,45.0959,10785,6.91474,2.94,-1.0,1,-1.0
1,17,260.2304,0.0,58.8542,10746,6.67318,3.77,-1.0,1,-1.0
1,16,274.1761,0.0,55.7926,3984,6.68077,3.58,-1.0,1,-1.0
1,18,282.2207,0.0,58.8746,3405,7.25351,3.77,-1.0,1,-1.0
1,21,294.2188,0.0,64.4662,14458,7.39209,4.16,-1.0,1,-1.0
1,19,298.2184,0.0,62.0748,4703,7.39069,4.03,-1.0,1,-1.0
1,20,322.2199,0.0,64.2967,6650,8.3049,4.15,-1.0,1,-1.0
1,23,340.2333,0.0,68.3741,5038,7.09078,4.4,-1.0,1,-1.0
1,22,344.2048,0.0,65.822,4418,7.92843,4.21,-1.0,1,-1.0
1,24,381.2645,0.0,70.781,9940,7.30535,4.53,-1.0,1,-1.0
1,26,391.2381,0.0,71.9981,37283,7.78608,4.6,-1.0,1,-1.0
1,34,391.2852,0.0,79.4181,8654,6.01881,5.11,-1.0,1,-1.0
1,25,392.2552,0.0,71.3946,13435,7.19127,4.6,-1.0,1,-1.0
1,27,409.2547,0.0,72.8996,27716,7.87953,4.66,-1.0,1,-1.0
1,28,410.2701,0.0,73.1134,9029,7.8682,4.72,-1.0,1,-1.0
1,33,427.2776,0.0,77.0646,7505,7.66419,4.98,-1.0,1,-1.0
1,32,431.2449,0.0,75.9377,11148,8.30348,4.85,-1.0,1,-1.0
1,40,462.3311,0.0,84.8909,13970,7.8467,5.43,-1.0,1,-1.0
1,42,463.3378,0.0,85.4451,4562,7.70994,5.5,-1.0,1,-1.0
1,43,480.3485,0.0,87.0903,6906,7.85578,5.62,-1.0,1,-1.0
1,39,486.2982,0.0,84.7646,4154,7.4246,5.43,-1.0,1,-1.0
1,41,490.3268,0.0,85.2123,20615,7.86561,5.5,-1.0,1,-1.0
1,38,491.3372,0.0,84.2831,7632,7.52231,5.43,-1.0,1,-1.0
1,45,502.3378,0.0,91.003,5861,7.88257,5.88,-1.0,1,-1.0
1,44,508.3473,0.0,87.9478,3370,4.42027,5.62,-1.0,1,-1.0
1,46,508.3492,0.0,93.0375,2464,5.17134,6.01,-1.0,1,-1.0
1,48,519.3616,0.0,95.157,13129,7.7365,6.14,-1.0,1,-1.0
1,49,520.3695,0.0,96.2238,4310,7.94745,6.2,-1.0,1,-1.0
1,47,562.3065,0.0,93.7851,10732,8.34372,6.01,-1.0,1,-1.0
1,50,595.3875,0.0,96.926,3462,4.47977,6.2,-1.0,1,-1.0
1,30,609.4035,0.0,74.102,12219,5.87027,4.79,-1.0,1,-1.0
1,29,609.9096,0.0,73.8487,10348,5.78831,4.72,-1.0,1,-1.0
1,31,610.4178,0.0,74.2693,4768,5.89327,4.79,-1.0,1,-1.0
1,51,617.373,0.0,98.997,2627,4.95515,6.32,-1.0,1,-1.0
1,52,630.4151,0.0,105.7745,2751,5.37651,6.77,-1.0,1,-1.0
1,54,647.4374,0.0,107.9913,4780,4.80563,6.9,-1.0,1,-1.0
1,53,648.4465,0.0,106.9216,2914,5.62719,6.83,-1.0,1,-1.0
1,35,673.9413,0.0,79.438,5785,5.7668,5.1,-1.0,1,-1.0
1,36,674.4409,0.0,79.7526,5303,5.78072,5.1,-1.0,1,-1.0
1,37,674.9447,0.0,79.8969,2759,5.83467,5.1,-1.0,1,-1.0
1,55,675.4036,0.0,109.0118,3012,5.25649,7.03,-1.0,1,-1.0
1,58,734.4759,0.0,119.3951,26955,8.86756,7.67,-1.0,1,-1.0
1,57,735.4839,0.0,119.26,7374,5.24195,7.67,-1.0,1,-1.0
