func,3D_ID,3D_m_z,3D_RetTime,3D_Mobility,3D_Intensity,3D_m_z_uncal,3D_TC,3D_omegaC,3D_z,3D_omegaD
2,1405,629.97,27.23231,48.3,620473,629.97,3.33,-1,1,-1,
2,1406,630.1187,27.23379,48.3,28209,630.1187,3.33,-1,1,-1,
2,1407,944.4498,27.24268,88,18654,944.4498,6.08,-1,1,-1,
2,1408,525.2287,27.24819,49.2,31352,525.2287,3.41,-1,1,-1,
2,1409,823.0629,27.24912,75.5,34848,823.0629,5.18,-1,1,-1,
2,1410,630.9733,27.25027,48.3,36211,630.9733,3.33,-1,1,-1,
2,1411,732.40186,27.25118,66.8,36911,732.40186,4.57,-1,1,-1,
2,1412,731.90497,27.25673,67.4,87117,731.90497,4.64,-1,1,-1,
2,1413,731.4034,27.26076,67.5,111631,731.4034,4.64,-1,1,-1,
2,1414,807.73883,27.26116,73.6,25890,807.73883,5.05,-1,1,-1,
2,1415,601.3512,27.2632,88.9,41126,601.3512,6.09,-1,1,-1,
2,1416,496.63165,27.26405,46.4,24569,496.63165,3.2,-1,1,-1,
2,1417,807.0664,27.26418,72.9,82253,807.0664,4.98,-1,1,-1,
2,1418,620.0397,27.26458,55.3,31796,620.0397,3.81,-1,1,-1,
2,1419,355.06583,27.26519,43.6,97680,355.06583,3,-1,1,-1,
2,1420,806.73224,27.26653,72.5,70076,806.73224,4.98,-1,1,-1,
2,1421,518.31476,27.27167,71.2,32985,518.31476,4.93,-1,1,-1,
2,1422,625.7933,27.27341,53.1,144935,625.7933,3.68,-1,1,-1,
2,1423,787.43164,27.27424,113,57010,787.43164,7.82,-1,1,-1,
2,1424,786.42883,27.27456,112.7,131176,786.42883,7.75,-1,1,-1,
2,1425,823.3941,27.27535,74.2,19529,823.3941,5.11,-1,1,-1,
2,1426,626.79645,27.27602,52.7,36371,626.79645,3.61,-1,1,-1,
2,1427,626.2952,27.27674,52.8,87317,626.2952,3.61,-1,1,-1,
2,1428,541.29205,27.27681,75.5,27998,541.29205,5.19,-1,1,-1,
2,1429,822.0618,27.2777,74.8,69227,822.0618,5.11,-1,1,-1,
2,1430,807.4026,27.27886,73.3,76026,807.4026,5.05,-1,1,-1,
2,1431,754.8954,27.28003,68.2,36204,754.8954,4.71,-1,1,-1,
2,1432,822.3971,27.28014,75.2,103706,822.3971,5.18,-1,1,-1,
2,1433,654.37585,27.28136,95,39408,654.37585,6.57,-1,1,-1,
2,1434,420.67673,27.28164,37.2,29970,420.67673,2.58,-1,1,-1,
2,1435,822.7292,27.28294,75.2,61201,822.7292,5.18,-1,1,-1,
2,1436,754.397,27.29524,67.9,43317,754.397,4.64,-1,1,-1,
2,1437,620.79016,27.30473,55.1,25050,620.79016,3.81,-1,1,-1,
2,1438,496.4336,27.33702,47,34142,496.4336,3.27,-1,1,-1,
2,1439,328.18494,27.343,45,24434,328.18494,3.13,-1,1,-1,
2,1440,620.5387,27.34351,54.8,42302,620.5387,3.74,-1,1,-1,
